input,output,choices,dataset_name,id
"Please answer the following question about this movie plot. If it's un-answerable, please output ""No answer"".

Question: What newly introduced feature did film makers take advantage of during this time?
Movie plot title: Not Quite Hollywood: The Wild, Untold Story of Ozploitation!
Movie plot: NOT QUITE HOLLYWOOD SynopsisThe much mythologized Australian film renaissance of the 1970s has been well documented. It was an era that produced such seminal films as Sunday Too Far Away, Picnic At Hanging Rock and My Brilliant Career.But do we know the whole story?This film looks at a period when a lifetime of savage-censorship suddenly ended. Australian cinema broke the shackles of a staid, highly conservative society and started producing films dedicated to entertaining a mass audience.An abundance of free-wheelin sex romps, blood-soaked terror tales and high-octane action extravaganzas were released and found enthusiastic audiences around the World.It was a time when Australias cinematic heroes were possessed with white-line fever, their heroines were well-stacked and sexually liberated, and the death-defying stuntwork was indeed truly death-defying!Welcome to NOT QUITE HOLLYWOOD"" - the wild, wonderful, untold story of OZPLOITATION cinema a time when Australian cinema got its gear off and showed the world a full-frontal explosion of sex, violence, horror and foot-to-the-floor, full bore action!This is not your usual documentary full of boring anecdotes by dull historians, instead these are the real stories from the people who were there - wild, trail-blazing cinematic mavericks who snubbed their nose at authority, made their own rules and in the process introduced the car chase, karate kick, BMX bikes and water-bed to Oz cinema.Jam packed full of outrageous anecdotes, lessons in guerrilla-style filmmaking, a smattering of International names (including Ozploitation devotee Quentin Tarantino) and a genuine, infectious love of Australian cinema, NOT QUITE HOLLYWOOD is a pacy, entertaining, journey through a forgotten cinematic era unashamedly packed full of boobs, pubes, tubes and a little kung fu.",The end of censorship,,duorc,24331.0
"Question: what happened to the zodiac killer
I found the following answer on Google: The case also remains open in the city of Vallejo, as well as in Napa County and Solano County .
Is that a correct answer? Yes or no.",No,No|||Yes,wiki_qa,3320.0
"Q: In eukaryotes, mrna may be modified before leaving what?


 Choices:

- epidermis

- nucleus

- mitochondria

- ribosome

A:",nucleus,ribosome|||mitochondria|||epidermis|||nucleus,sciq,4826.0
"Given this review: ""Good job  Thanks""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?",Definitely,Not at all|||No|||Maybe|||Yes|||Definitely,app_reviews,33222.0
"Title: french foreign minister visits orient house

===

Write an article with the given title:",french foreign minister herve de charette visited the palestinian authority 's unofficial headquarters in east UNK on saturday and met with the palestinian minister overseeing issues related to the disputed city .,,gigaword,24999.0
"New Zealand nationality law -- New Zealand has permitted dual or multiple citizenship since the creation of New Zealand citizenship on 1 January 1949, although dual citizens who actively acquired or exercised their other citizenship could lose their New Zealand citizenship if their continued citizenship was judged ``not conducive to the public good''. The modern wording is similar; dual citizens may lose New Zealand citizenship by acting ``in a manner that is contrary to the interests of New Zealand''. A New Zealand citizen who holds another citizenship may renounce their New Zealand citizenship (see below), although this may not be registered if they reside in New Zealand or the country is at war. 
Question: can i have dual citizenship in new zealand
Answer:",Yes,No|||Yes,boolq,696.0
"migration is when animals travel from the northern most state to Texas during what segment of time?

A -> lake fronts

B -> birds

C -> winter

D -> spring

Is the right answer A, B, C or D ?",C,A|||B|||C|||D,openbookqa,2498.0
"Given a goal and 2 solutions, choose the most appropriate solution.
Goal: How to see if a cake is done.
- Solution 1: Many bakers just use a simple toothpick. If you insert it into the center of the cake, it should come out clean, with no streaks of batter.
- Solution 2: Many bakers just use a simple toothpick. If you insert it into the center of the cake, it should come out with streaks of batter on the toothpick.

Answer by returning either Solution 1 or Solution 2",Solution 1,Solution 1|||Solution 2,piqa,11273.0
"Which category best describes the following question: Name four famous cartoon cats . 

Choose from the following list: 
Description, Entity, Abbreviation, Person, Quantity, Location",Entity,Description|||Entity|||Abbreviation|||Person|||Quantity|||Location,trec,1287.0
"Does this phrase make sense?
What is the best direction to park my car in Winter? park your car facing East, that way when the sun rises it will hit the front windshield and melt the ice there.
Answer with Yes or No",Yes,Yes|||No,piqa,15164.0
"Which category best describes the following question: What Scandinavian capital is built on nine bridge-connected islands ? 

Choose from the following list: 
Description, Entity, Abbreviation, Person, Quantity, Location",Quantity,Description|||Entity|||Abbreviation|||Person|||Quantity|||Location,trec,2338.0
"By Jill Reilly PUBLISHED: 03:01 EST, 20 May 2013 | UPDATED: 10:58 EST, 21 May 2013 Female Kurdish fighters are the hidden face of Syria's armed rebellion against President Bashar Assad's government forces in Aleppo. Their battle in the key city comes as the weekend saw bitter fighting in Qusair, a key rebel-held town near the Lebanese border after government troops launched a major operation to strengthen Assad's grip. Most of the Kurdish female soldiers are young and attractive - some have been part of the Kurdish militia since they were five years old. Battle: A Kurdish female fighter who is a sniper takes aim for her vantage point in Aleppo
@highlight
Assad strengthening grip on a strategic strip of land near Lebanese border
@highlight
Some Kurdish female soldiers have been part of militia since they were five
@highlight
U.S. and Russia face an even tougher task persuading Assad to attend talks
@highlight
Ban Ki-moon is hopeful meeting can take place 'very soon,' possibly in June
@highlight
'Aleppo boil' spreading through refugee camps due to poor sanitation
@highlight
Israeli warns they will act if Syria attempts to ship weapons to Hezbollah 
Sunday's offensive, @placeholder had been ringed by regime troops and 

You should decide what ""@placeholder"" is referring to. Choose between:
- Syria
- Assad
- Israeli
- Bashar Assad
- Aleppo
- Qusair
- Jill Reilly
- Lebanese
- Russia
- Ban Ki-moon
- U.S.
- Hezbollah
- Kurdish",Qusair,Syria|||Assad|||Israeli|||Bashar Assad|||Aleppo|||Qusair|||Jill Reilly|||Lebanese|||Russia|||Ban Ki-moon|||U.S.|||Hezbollah|||Kurdish,record,800.0
